,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
2993,Texas State Technical College-Harlingen,3323.0,29100,25400,15714.0,2188.216,480.35,3667.0,29800.0,0,light pink
2994,Texas State Technical College-West Texas,1184.0,41000,28900,18179.0,983.3333,750.32,6334.0,33000.0,0,light pink
2995,Texas State University,32177.0,100900,44000,19428.0,1388.284,1372.5,13405.0,45700.0,1,pink
2996,Texas Tech University,28278.0,110300,48800,21239.0,1169.131,1658.01,15000.0,51400.0,1,pink
2997,Texas Wesleyan University,1676.0,62800,42000,33163.0,1877.182,8528.62,16006.0,42000.0,2,purple
2998,Texas Woman's University,9327.0,82600,40200,16846.0,2021.904,2771.73,12500.0,44700.0,2,purple
2999,Thiel College,1025.0,69500,36300,40841.0,1837.581,12530.5,22250.0,37600.0,1,pink
3001,Thomas College,851.0,60700,38000,34202.0,1322.7020000000002,6713.05,15000.0,38100.0,2,purple
3002,Thomas More College,1243.0,89700,45600,37459.0,996.8404,10352.13,18750.0,49400.0,1,pink
3003,Thomas Nelson Community College,8921.0,65800,27500,11208.0,1319.687,787.32,5036.5,29900.0,2,purple
3004,Three Rivers Community College,4161.0,76200,32500,8609.0,1340.073,1605.44,4586.0,32700.0,2,purple
3005,Three Rivers College,3055.0,46700,24500,12845.0,3170.639,3769.71,6000.0,26800.0,0,light pink
3006,Tidewater Community College,24631.0,65500,28900,10930.0,1389.5020000000002,1538.9,4777.0,30900.0,2,purple
3007,Tiffin University,2603.0,75400,38400,35023.0,2380.085,7663.84,15833.0,42600.0,1,pink
3008,Tompkins Cortland Community College,2859.0,58900,27200,15450.0,1349.838,1644.0,7000.0,31100.0,0,light pink
3009,Transylvania University,1014.0,98300,45200,43304.0,1044.304,14785.26,24000.0,44100.0,1,pink
3010,Treasure Valley Community College,2105.0,52000,23900,17968.0,2307.55,1747.14,6950.0,27200.0,0,light pink
3011,Trevecca Nazarene University,1609.0,79400,34000,32604.0,1633.967,8243.37,12500.0,40500.0,2,purple
3012,Tri-County Community College,814.0,44100,19000,12476.0,1338.473,0.0,9500.0,22600.0,0,light pink
3013,Tri-County Technical College,5581.0,64000,28500,16621.0,1876.109,1008.8,5250.0,27300.0,2,purple
3014,Triangle Tech Inc-Pittsburgh,226.0,55800,37500,26394.0,3665.045,1340.44,14750.0,40100.0,0,light pink
3015,Triangle Tech Inc-Erie,46.0,55800,37500,25488.0,3296.177,3154.64,16000.0,37500.0,0,light pink
3016,Triangle Tech Inc-Greensburg,186.0,55800,37500,22800.0,2022.576,3297.15,12000.0,41000.0,0,light pink
3017,Triangle Tech Inc-Bethlehem,110.0,55800,37500,26562.0,1593.339,3864.54,12000.0,41000.0,0,light pink
3018,Triangle Tech Inc-Dubois,147.0,55800,37500,26165.0,2763.552,3375.6,12000.0,39800.0,0,light pink
3019,Triangle Tech Inc-Sunbury,102.0,55800,37500,25026.0,2474.552,3219.57,12000.0,39800.0,0,light pink
3020,Trident Technical College,14201.0,63500,27200,13943.0,2305.616,412.51,7500.0,30600.0,2,purple
3021,Trine University,1654.0,83700,50800,42733.0,885.2964,11751.0,16000.0,43300.0,1,pink
3022,Trine University-Regional/Non-Traditional Campuses,542.0,83700,50800,21420.0,2259.045,3477.6,16000.0,43300.0,1,pink
3024,Trinity Christian College,1237.0,92700,37800,35139.0,1243.721,8216.95,19500.0,42200.0,1,pink
3025,Trinity College,2262.0,198000,67300,62310.0,508.3405,14401.14,19000.0,66100.0,3,dark purple
3028,Trinity International University-Illinois,857.0,86400,33700,39292.0,2005.737,13879.5,7995.0,41100.0,1,pink
3029,Trinity University,2223.0,153200,58100,48598.0,657.3036,15972.88,20000.0,54900.0,3,dark purple
3030,Trinity Valley Community College,4720.0,55700,29000,12239.0,1920.957,1781.64,5403.0,30000.0,0,light pink
3031,Triton College,9366.0,63800,33700,9752.0,921.9831,912.12,3500.0,34300.0,2,purple
3032,Trocaire College,1336.0,65400,38200,21147.0,1802.642,1790.91,14750.0,37900.0,2,purple
3033,Troy University,15025.0,64400,35800,17354.0,2193.22,3876.86,11250.0,37000.0,2,purple
3039,Truckee Meadows Community College,8719.0,72900,30100,12777.0,1080.97,477.96,6000.0,33900.0,2,purple
3040,Truett McConnell University,729.0,103100,32200,27467.0,947.4055,2933.27,9500.0,32600.0,1,pink
3041,Truman State University,5394.0,104700,46400,19368.0,737.4307,4057.29,16200.0,44500.0,1,pink
3042,Tufts University,5143.0,187900,73100,61000.0,480.3513,12293.44,16500.0,75800.0,3,dark purple
3043,Tulsa Community College,15593.0,69800,30000,11459.0,1770.83,1508.84,5414.0,32900.0,2,purple
3050,Tulsa Welding School-Tulsa,1054.0,43900,26100,28978.0,2144.9770000000003,594.66,9500.0,37500.0,0,light pink
3051,Tulsa Welding School-Jacksonville,735.0,43900,26100,26345.0,2045.821,138.32,9500.0,37500.0,0,light pink
3052,Tulsa Welding School-Jacksonville,174.0,43900,26100,25261.0,1824.988,84.56,9500.0,37500.0,0,light pink
3053,Tulsa Welding School-Tulsa,166.0,43900,26100,19275.0,2059.482,1288.21,9500.0,37500.0,0,light pink
3054,Tunxis Community College,3546.0,80800,33000,11853.0,1149.293,1294.9,3064.0,34600.0,2,purple
3055,Tusculum University,1746.0,67600,37100,33700.0,2368.326,8095.2,17400.0,38300.0,2,purple
3056,Tuskegee University,2588.0,54400,38900,32853.0,2721.936,7072.5,21000.0,35500.0,0,light pink
3057,Tyler Junior College,11128.0,57400,29800,12784.0,1765.03,1612.59,5500.0,32500.0,0,light pink
3058,Ulster County Community College,2125.0,66300,29000,9949.0,1104.475,301.0,4500.0,30500.0,2,purple
3059,Umpqua Community College,1069.0,56700,26600,12768.0,2202.73,0.0,5350.0,29300.0,0,light pink
3060,Union College,833.0,56400,36900,31709.0,2468.406,8500.8,10416.5,32100.0,0,light pink
3061,Union College,2204.0,134700,66600,60042.0,675.7492,16083.36,25000.0,65400.0,3,dark purple
3062,Union County College,11234.0,62400,33600,9556.0,1585.121,927.5,4750.0,33400.0,2,purple
3063,Union University,2441.0,89300,38900,42891.0,1109.183,10548.23,20000.0,43200.0,1,pink
3064,United Education Institute-Huntington Park Campus,3564.0,29600,19100,26403.0,3628.181,750.0,9500.0,25000.0,0,light pink
3074,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1724.0,68500,33700,21633.0,1810.197,855.59,14875.0,38700.0,2,purple
3075,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,2959.0,68500,33700,25827.0,1916.171,1000.56,14875.0,38700.0,2,purple
3076,Universal Technical Institute of Northern California Inc,1804.0,68500,33700,21939.0,2082.91,996.29,14875.0,38700.0,2,purple
3077,Universal Technical Institute of Arizona Inc,2340.0,62900,41300,23166.0,1770.2520000000002,984.32,13838.0,45200.0,2,purple
3078,Universal Technical Institute of Illinois Inc,1403.0,62900,41300,20901.0,1458.596,919.98,13838.0,45200.0,2,purple
3079,Universal Technical Institute of California Inc,2243.0,62900,41300,22259.0,2104.215,1070.55,13838.0,45200.0,2,purple
3080,NASCAR Technical Institute,1499.0,62900,41300,23203.0,1775.274,1139.45,13838.0,45200.0,2,purple
3081,Universal Technical Institute of Massachusetts Inc,1009.0,62900,41300,21257.0,1532.016,978.88,13838.0,45200.0,2,purple
3082,University of Advancing Technology,784.0,80600,38100,32809.0,1917.613,898.32,14000.0,46400.0,1,pink
3083,University of Akron Main Campus,18148.0,74300,35700,21772.0,1603.695,3361.68,13200.0,36500.0,2,purple
3084,University of Akron Wayne College,1233.0,74300,35700,13964.0,1328.2879999999998,1173.15,13200.0,36500.0,2,purple
3085,The University of Alabama,29851.0,106100,44300,26400.0,845.132,6868.4,15000.0,44500.0,1,pink
3086,University of Alabama at Birmingham,11383.0,74600,38100,20621.0,1402.631,3675.65,12500.0,41200.0,2,purple
3087,University of Alabama in Huntsville,5451.0,91300,45800,21107.0,1383.289,4777.3,14500.0,46700.0,1,pink
3088,University of Alaska Fairbanks,5536.0,85000,35300,15340.0,823.3307,1571.22,8000.0,38700.0,2,purple
3089,University of Alaska Southeast,1428.0,85000,35300,15284.0,651.6277,930.27,7647.0,36000.0,2,purple
3090,University of Alaska Anchorage,12865.0,85000,35300,13610.0,876.8906,1246.56,8250.0,45400.0,2,purple
3091,University of Arkansas,21405.0,93400,45800,20350.0,964.6535,2950.2,13000.0,44900.0,1,pink
3092,University of Arkansas-Fort Smith,5990.0,58400,27800,13983.0,1995.887,2756.88,5946.0,31000.0,0,light pink
3093,University of Arkansas at Little Rock,7942.0,62900,30900,22521.0,1540.496,4929.12,10500.0,34900.0,2,purple
3094,University of Arkansas at Monticello,2885.0,58800,31400,16071.0,2464.628,3713.48,6311.0,31500.0,0,light pink
3095,University of Arkansas at Pine Bluff,2391.0,35400,28200,15409.0,3124.631,5181.5,12046.0,27200.0,0,light pink
3096,University of Arkansas Community College-Batesville,1067.0,48700,21400,8037.0,2543.807,1020.68,5500.0,25500.0,0,light pink
3097,University of Arkansas Community College-Hope,1078.0,43500,23900,14467.0,2881.498,1513.6,2625.0,24400.0,0,light pink
3098,University of Arkansas Community College-Morrilton,1920.0,57300,24400,10722.0,2272.714,1048.32,4500.0,27500.0,0,light pink
3099,University of Bridgeport,3021.0,56600,31900,46680.0,1957.614,14798.4,14618.5,43100.0,0,light pink
3100,University of California-Berkeley,27126.0,114700,67900,33020.0,1404.78,5729.73,12833.0,64700.0,3,dark purple
3101,University of California-Davis,27547.0,109400,61600,32638.0,1920.386,5217.1,12000.0,58200.0,1,pink
3102,University of California-Irvine,24474.0,92100,60400,29759.0,1950.522,4135.56,14697.5,58400.0,1,pink
3103,University of California-Los Angeles,29627.0,105500,65800,32074.0,1459.533,5274.6,13967.0,60700.0,1,pink
3104,University of California-Riverside,18784.0,75000,52800,30174.0,2371.095,6461.84,16302.0,49700.0,1,pink
3105,University of California-San Diego,24801.0,111300,65300,30092.0,1923.341,4313.1,16500.0,59900.0,1,pink
3106,University of California-Santa Barbara,20237.0,124000,58800,33826.0,1691.015,4508.51,13223.5,55300.0,3,dark purple
3107,University of California-Santa Cruz,16277.0,115400,46100,33036.0,1955.16,5469.42,15367.5,46900.0,1,pink
3108,University of Central Arkansas,9232.0,77200,38800,18354.0,1610.328,3963.19,9665.0,38300.0,2,purple
3109,University of Central Florida,52280.0,91200,46000,19752.0,1457.997,1638.12,13472.5,45400.0,1,pink
3110,University of Central Missouri,9017.0,83800,38900,18112.0,1507.8629999999998,1861.92,13707.0,38000.0,2,purple
3111,University of Central Oklahoma,14728.0,77500,37800,17079.0,1407.899,1401.0,11000.0,38800.0,2,purple
3112,University of Charleston,1513.0,77700,38000,31350.0,1523.684,10666.32,10156.0,40800.0,2,purple
3113,University of Chicago,5729.0,132000,61700,64988.0,572.2654,17893.13,11100.0,68100.0,3,dark purple
3114,University of Cincinnati-Main Campus,23795.0,85200,39100,26196.0,1153.698,3328.08,12500.0,42300.0,1,pink
3115,University of Cincinnati-Clermont College,2816.0,85200,39100,16744.0,2088.061,1069.74,12500.0,42300.0,2,purple
3116,University of Cincinnati-Blue Ash College,4790.0,85200,39100,16887.0,1941.238,1287.37,12500.0,42300.0,2,purple
3117,University of Colorado Boulder,25873.0,128200,48300,28887.0,697.4495,2534.4,12588.0,50800.0,1,pink
3118,University of Colorado Denver/Anschutz Medical Campus,10786.0,128200,48300,19096.0,1049.22,1459.2,12500.0,56400.0,1,pink
3119,University of Colorado Colorado Springs,9310.0,128200,48300,18890.0,1232.127,1189.56,11000.0,43900.0,1,pink
3120,University of Connecticut,18016.0,110300,56700,26966.0,852.6537,4519.8,17830.0,58400.0,1,pink
3124,University of Dallas,1324.0,116700,44200,48274.0,882.9225,16673.45,16110.5,47400.0,1,pink
3125,University of Dayton,8305.0,128400,57300,49540.0,454.6865,13750.1,23000.0,55100.0,3,dark purple
3126,University of Delaware,18222.0,131400,57700,23357.0,475.0663,3912.21,20250.0,57000.0,3,dark purple
3127,University of Denver,5629.0,152000,51200,55476.0,786.8956,16621.6,18000.0,56500.0,3,dark purple
3128,University of Detroit Mercy,2677.0,85200,45600,49617.0,1100.905,18536.92,19500.0,47100.0,1,pink
3129,University of Evansville,2266.0,96700,41600,43495.0,1061.17,17282.02,22750.0,41800.0,1,pink
